woy,ecoli,ph,cond,do,flow,a_t,w_t,turb,perc_SAV,SAV_pa,precip_1d,avg_solar_1d,precip_2d,avg_solar_2d,precip_3d,avg_solar_3d,precip_4d,avg_solar_4d,precip_5d,avg_solar_5d,avg_temp_0_to_5d,precip_10d,avg_temp_10d,avg_solar_10d,precip_20d,avg_temp_20d,avg_solar_20d,precip_30d,avg_temp_30d,avg_solar_30d,rdparallel,org_matter,sand,fine_gravel,coarse_gravel,clay,rocky,bottom_collapsed,cobbleorbigger,outfall_ditch,camp_min,camp_density,camp_pa,culverts_min,culverts_pa,dams_min,dams_pa,anylivestock_min,anylivestock_density,anylivestock_pa,cattle_min,cattle_density,cattle_pa,livestock_goatsheep_min,livestock_goatsheep_density,livestock_goatsheep_pa,livestock_horse_min,livestock_horse_density,livestock_horse_pa,livestock_pigs_min,livestock_pigs_density,livestock_pigs_pa,livestock_poultry_min,livestock_poultry_density,livestock_poultry_pa,roadsinterx_min,stormwateroutfalls_min,stormwateroutfalls_pa,trailer_min,trailer_density,trailer_pa,wastewater_min,wastewater_density,wastewater_pa,waterbodiesinterx_min,waterbodiesinterx_pa,septic_adj_sepden_m2,DG3_pa,GFD_pa,HF183_pa,Rum2Bac_pa,idw_X11,idw_X21,idw_X22,idw_X81,idw_X82,idw_forwet,impcvr_idw_mean,area_10km,buffer_60m_idw_X21,buffer_60m_idw_X22,buffer_60m_idw_X81,buffer_60m_idw_X82,buffer_60m_idw_forwet
23,3.397940009,7.44,2.72427587,6.14,0.4,28.3,18.4,0.834420704,0.975,present,1.9558,0.373587275,0.2794,0.586368076,0,0.641307381,0,0.703397516,0,0.799672108,17.68518519,0,23.3287037,0.891725966,2.2606,17.34027778,0.771330403,0.9398,15.65925926,0.73254151,n,n,y,n,n,n,rocky,cobble or bigger,p,n,12.68022039,0.106,Present,3.749799513,Present,3.004346123,Present,3.046146316,0.532,Present,3.046146316,0.479,Present,NA,0,0,5.060113577,0.0532,Present,NA,0,0,NA,0,0,0,NA,0,2.654762171,0.373,Present,0.421359454,0.106,Present,2.823982124,Present,98.1,N,P,P,N,7.858903611,6.407982734,3.82451072,24.28118331,25.76148526,31.46065348,0.428491403,18.77677787,8.317237442,3.67157381,14.6503471,10.18182903,49.47388606
27,3.383743576,8.15,2.625312451,7.57,0.6,31.1,27.1,0.617000341,0.125,present,0,0.825310451,0,0.814845821,0,0.827577787,0,0.656655504,0.5334,0.237547091,28.91203704,2.0066,19.27777778,0.540184177,0.6604,21.08680556,0.773876796,2.4384,17.25115741,0.72223385,n,n,y,n,n,n,rocky,cobble or bigger,p,n,12.68022039,0.106,Present,3.749799513,Present,3.004346123,Present,3.046146316,0.532,Present,3.046146316,0.479,Present,NA,0,0,5.060113577,0.0532,Present,NA,0,0,NA,0,0,0,NA,0,2.654762171,0.373,Present,0.421359454,0.106,Present,2.823982124,Present,98.1,N,N,P,N,7.858903611,6.407982734,3.82451072,24.28118331,25.76148526,31.46065348,0.428491403,18.77677787,8.317237442,3.67157381,14.6503471,10.18182903,49.47388606
32,3.397940009,7.78,2.631443769,4.82,0.45,24.6,24.1,0.456366033,0.75,present,0.7874,0.405853216,0.8382,0.574682573,0,0.783800753,0,0.744732803,0,0.473350077,23.84259259,0.1524,23.39814815,0.515103949,6.1214,23.46296296,0.613593554,0.3048,24.23842593,0.722216409,n,n,y,n,n,n,rocky,cobble or bigger,p,n,12.68022039,0.106,Present,3.749799513,Present,3.004346123,Present,3.046146316,0.532,Present,3.046146316,0.479,Present,NA,0,0,5.060113577,0.0532,Present,NA,0,0,NA,0,0,0,NA,0,2.654762171,0.373,Present,0.421359454,0.106,Present,2.823982124,Present,98.1,N,N,P,N,7.858903611,6.407982734,3.82451072,24.28118331,25.76148526,31.46065348,0.428491403,18.77677787,8.317237442,3.67157381,14.6503471,10.18182903,49.47388606
21,2.512550993,7.94,2.977266212,9.81,0.8,19.9,15.7,0.944975908,0,absent,0,0.744383982,0.4572,0.313764476,1.016,0.78275429,0,1.056404353,0,0.800020929,13.35648148,0.9906,13.14351852,0.680479978,1.016,17.32569444,0.759854193,2.1082,8.939814815,0.652155714,n,n,y,n,n,n,not rocky,sand and organic matter,p,y,NA,0,0,9.113637457,Present,10.02832701,Present,6.918725604,1.39,Present,6.918725604,1.28,Present,NA,0,0,21.37763588,0.0533,Present,NA,0,0,27.83810378,0.0533,Present,0,NA,0,11.52579409,0.0533,Present,6.943596698,0.107,Present,25.50010322,Present,135,N,N,N,N,0.426299532,4.566942674,2.256227847,17.22074107,18.14882937,56.16003659,0.30386976,18.76537349,4.633568285,2.782300769,7.856181113,9.640320133,73.58179691
26,2.191171456,8.29,3.061829307,11.69,0.3,23.4,20.1,0.958085849,0.1,present,0,1.288021487,0.127,0.56648528,0.0254,0.408469374,0.1016,0.684386773,0,1.208664713,16.13425926,0.8382,21.11666667,0.975408121,0.381,17.95138889,0.918672387,4.9784,19.15972222,0.693473559,n,n,y,n,n,n,not rocky,sand and organic matter,p,y,NA,0,0,9.113637457,Present,10.02832701,Present,6.918725604,1.39,Present,6.918725604,1.28,Present,NA,0,0,21.37763588,0.0533,Present,NA,0,0,27.83810378,0.0533,Present,0,NA,0,11.52579409,0.0533,Present,6.943596698,0.107,Present,25.50010322,Present,135,N,N,P,N,0.426299532,4.566942674,2.256227847,17.22074107,18.14882937,56.16003659,0.30386976,18.76537349,4.633568285,2.782300769,7.856181113,9.640320133,73.58179691
31,2.39707055,8.34,3.083860801,12,0.1,29.9,21.6,0.620136055,NA,NA,0,0.948269848,0,0.902574299,0,0.830542765,0.4318,0.990477187,2.159,0.434456537,20.34722222,4.1402,23.63425926,0.615913213,1.1684,22.72685185,1.0339054,3.2512,24.56828704,1.079077717,n,n,y,n,n,n,not rocky,sand and organic matter,p,y,NA,0,0,9.113637457,Present,10.02832701,Present,6.918725604,1.39,Present,6.918725604,1.28,Present,NA,0,0,21.37763588,0.0533,Present,NA,0,0,27.83810378,0.0533,Present,0,NA,0,11.52579409,0.0533,Present,6.943596698,0.107,Present,25.50010322,Present,135,N,N,N,N,0.426299532,4.566942674,2.256227847,17.22074107,18.14882937,56.16003659,0.30386976,18.76537349,4.633568285,2.782300769,7.856181113,9.640320133,73.58179691
21,2.351603072,8.17,2.813580989,9.6,0.4,25.8,16.9,0.344392274,0,absent,0,0.808218222,0.4826,0.346204828,1.1938,0.689967908,0,1.059718153,0,0.811880843,13.63888889,0.5588,12.85046296,0.678003349,1.3208,17.07222222,0.763115669,3.3274,8.403935185,0.648371006,n,n,n,y,y,n,rocky,fine gravel,p,n,NA,0,0,4.191223185,Present,NA,0,0.897154951,1.53,Present,0.897154951,1.53,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.105812098,NA,0,5.016521831,0.255,Present,NA,0,0,0.413897483,Present,159,N,N,N,P,0.248810874,6.687660415,0.559449956,31.36433339,16.71181972,42.80364142,0.17764926,3.917764548,12.11771495,0.651363854,16.721273,5.32827369,62.4116111
26,1.947433722,8.31,2.968949681,9.68,0.1,30.1,20.1,0.336459734,0.8,present,0,1.293602623,0.2286,0.419457235,0.254,0.399748849,0,0.791125994,0,1.214943491,15.5625,2.9464,20.62546296,0.979524208,0.8382,17.09560185,0.904335845,2.2352,18.41064815,0.692880564,n,n,n,y,y,n,rocky,fine gravel,p,n,NA,0,0,4.191223185,Present,NA,0,0.897154951,1.53,Present,0.897154951,1.53,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.105812098,NA,0,5.016521831,0.255,Present,NA,0,0,0.413897483,Present,159,N,N,P,N,0.248810874,6.687660415,0.559449956,31.36433339,16.71181972,42.80364142,0.17764926,3.917764548,12.11771495,0.651363854,16.721273,5.32827369,62.4116111
31,1.681241237,8.37,2.954724791,9.38,0.15,25,22,0.687528961,0.55,present,0,0.953153342,0,0.894028185,0.4064,0.81798521,0,1.06233431,0.4572,0.258127529,19.02083333,3.175,22.31296296,0.652853356,2.9718,21.79791667,1.027155714,2.3622,24.01412037,1.085339054,n,n,n,y,y,n,rocky,fine gravel,p,n,NA,0,0,4.191223185,Present,NA,0,0.897154951,1.53,Present,0.897154951,1.53,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.105812098,NA,0,5.016521831,0.255,Present,NA,0,0,0.413897483,Present,159,N,N,N,N,0.248810874,6.687660415,0.559449956,31.36433339,16.71181972,42.80364142,0.17764926,3.917764548,12.11771495,0.651363854,16.721273,5.32827369,62.4116111
21,2.166430114,8.01,2.871572936,9.12,NA,20.8,14.7,0.378397901,0.2,present,0.9398,0.362948235,0.4318,0.933270546,0.0762,0.606948514,0.762,0.486605274,0.381,0.910248361,12.81712963,1.0922,13.5375,0.799253523,0.5842,12.19467593,0.750819729,2.3114,10.25671296,0.644795591,n,n,y,n,y,n,not rocky,sand and organic matter,p,y,NA,0,0,NA,0,4.748604867,Present,6.723385125,2.09,Present,13.30451542,1.04,Present,NA,0,0,6.723385125,1.04,Present,NA,0,0,NA,0,0,1.089215002,NA,0,NA,0,0,NA,0,0,NA,0,210,N,N,N,N,0.176726542,4.726988731,13.90070289,14.42329577,38.36929599,27.68894343,19.67561276,0.957596834,2.693386305,18.38046272,16.61603178,39.35304199,22.9570772
26,3.298044843,7.88,3.005180513,7.19,0.05,20.8,17.4,0.941014244,0.5,present,0.0762,0.611657597,0.127,1.045067671,0.1016,0.625436026,0.1778,0.346728059,0.4318,0.538579601,18.96527778,1.3716,18.21342593,0.825938328,0.254,16.98587963,0.905469513,1.6764,17.60532407,0.749529092,n,n,y,n,y,n,not rocky,sand and organic matter,p,y,NA,0,0,NA,0,4.748604867,Present,6.723385125,2.09,Present,13.30451542,1.04,Present,NA,0,0,6.723385125,1.04,Present,NA,0,0,NA,0,0,1.089215002,NA,0,NA,0,0,NA,0,0,NA,0,210,N,N,P,N,0.176726542,4.726988731,13.90070289,14.42329577,38.36929599,27.68894343,19.67561276,0.957596834,2.693386305,18.38046272,16.61603178,39.35304199,22.9570772
38,2.235528447,7.54,3.514547753,5.98,0,19.5,18.8,1.527629901,0.025,present,0,0.535440212,0,0.495500209,0,0.71159481,0,0.72955909,0,0.715955072,20.96064815,2.5908,16.1837963,0.436514581,0.3302,22.17337963,0.599117483,1.7018,23.07615741,0.627633598,n,n,y,n,y,n,not rocky,sand and organic matter,p,y,NA,0,0,NA,0,4.748604867,Present,6.723385125,2.09,Present,13.30451542,1.04,Present,NA,0,0,6.723385125,1.04,Present,NA,0,0,NA,0,0,1.089215002,NA,0,NA,0,0,NA,0,0,NA,0,210,N,N,N,N,0.176726542,4.726988731,13.90070289,14.42329577,38.36929599,27.68894343,19.67561276,0.957596834,2.693386305,18.38046272,16.61603178,39.35304199,22.9570772
21,2.991403303,8.04,2.851258349,7.5,NA,14.3,16.2,0.740362689,NA,absent,1.016,0.851995256,0,0.804206781,0.1016,0.395214176,0.6858,0.515208595,0,0.63747035,14.68055556,1.0414,13.33657407,0.660004186,2.7432,14.83217593,0.61020999,1.7526,9.790509259,0.541352728,n,y,y,n,n,y,not rocky,sand and organic matter,a,y,NA,0,0,3.378606964,Present,4.689876895,Present,5.972150844,0.589,Present,7.498464451,0.442,Present,NA,0,0,5.972150844,0.147,Present,NA,0,0,NA,0,0,0.892267638,NA,0,0.842267638,0.589,Present,2.626133987,0.147,Present,7.631053863,Present,139,N,N,P,P,0.723643263,12.05017733,5.401503125,13.38422649,26.46801085,41.76877306,0.163226144,6.786679595,18.82234013,4.245600224,7.046467616,8.003183728,60.00441539
26,1.846955325,7.88,2.798650645,6.69,0.3,18.4,20.3,1.371067862,0,absent,0.0762,0.946525743,0,0.995883912,0.6096,0.227605693,0.0254,0.212257569,0.4826,0.433061253,19.3287037,1.1938,19.74490741,0.781045068,0.1524,18.11388889,0.843065439,2.1336,18.96134259,0.654981164,n,y,y,n,n,y,not rocky,sand and organic matter,a,y,NA,0,0,3.378606964,Present,4.689876895,Present,5.972150844,0.589,Present,7.498464451,0.442,Present,NA,0,0,5.972150844,0.147,Present,NA,0,0,NA,0,0,0.892267638,NA,0,0.842267638,0.589,Present,2.626133987,0.147,Present,7.631053863,Present,139,N,N,N,N,0.723643263,12.05017733,5.401503125,13.38422649,26.46801085,41.76877306,0.163226144,6.786679595,18.82234013,4.245600224,7.046467616,8.003183728,60.00441539
33,2.562768543,7.99,2.686636269,6.59,0,20.4,20.3,2.164352856,0,absent,0.1778,0.205106739,0,0.744383982,0,0.951583647,0,0.973210548,0,0.814148179,21.72916667,3.2766,24.21064815,0.721640854,0.508,22.03287037,0.606652016,3.81,23.24930556,0.669404911,n,y,y,n,n,y,not rocky,sand and organic matter,a,y,NA,0,0,3.378606964,Present,4.689876895,Present,5.972150844,0.589,Present,7.498464451,0.442,Present,NA,0,0,5.972150844,0.147,Present,NA,0,0,NA,0,0,0.892267638,NA,0,0.842267638,0.589,Present,2.626133987,0.147,Present,7.631053863,Present,139,N,N,N,N,0.723643263,12.05017733,5.401503125,13.38422649,26.46801085,41.76877306,0.163226144,6.786679595,18.82234013,4.245600224,7.046467616,8.003183728,60.00441539
23,2.911902996,7.65,2.828015064,6.9,0.3,18.5,16.7,1.428134794,0.8,present,1.9558,0.373587275,0.2794,0.586368076,0,0.641307381,0,0.703397516,0,0.799672108,17.68518519,0,23.3287037,0.891725966,2.2606,17.34027778,0.771330403,0.9398,15.65925926,0.73254151,n,y,y,y,y,n,not rocky,sand and organic matter,a,n,NA,0,0,0.445581696,Present,NA,0,5.200109557,0.872,Present,5.200109557,0.872,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.004569917,NA,0,11.13058921,0.436,Present,NA,0,0,7.621032461,Present,107,N,N,N,N,0.009741513,4.946627751,2.77989052,18.53641265,52.58843233,21.12203493,0.525612235,2.292182308,6.169997667,3.219534956,8.457889416,51.9807139,30.17186406
27,2.158060794,8.13,2.886490725,10.02,0.4,32.6,27.3,1.008600172,NA,NA,0,0.828101019,0,0.816764337,0,0.820252546,0,0.719443282,0.5334,0.258999581,28.93518519,2.0066,19.27314815,0.530207897,0.6604,21.08217593,0.769324683,2.4384,17.28356481,0.72655923,n,y,y,y,y,n,not rocky,sand and organic matter,a,n,NA,0,0,0.445581696,Present,NA,0,5.200109557,0.872,Present,5.200109557,0.872,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.004569917,NA,0,11.13058921,0.436,Present,NA,0,0,7.621032461,Present,107,N,N,N,N,0.009741513,4.946627751,2.77989052,18.53641265,52.58843233,21.12203493,0.525612235,2.292182308,6.169997667,3.219534956,8.457889416,51.9807139,30.17186406
32,2.613418945,7.98,2.859738566,4.7,0.05,25.8,25,1.539076099,NA,NA,1.4986,0.401318543,0.1016,0.63380773,0,0.78275429,0,0.745779266,0,0.443002651,23.81944444,0.1524,23.36574074,0.523196596,6.1214,23.46759259,0.611169248,0.3048,24.25,0.725425562,n,y,y,y,y,n,not rocky,sand and organic matter,a,n,NA,0,0,0.445581696,Present,NA,0,5.200109557,0.872,Present,5.200109557,0.872,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0.004569917,NA,0,11.13058921,0.436,Present,NA,0,0,7.621032461,Present,107,N,N,N,P,0.009741513,4.946627751,2.77989052,18.53641265,52.58843233,21.12203493,0.525612235,2.292182308,6.169997667,3.219534956,8.457889416,51.9807139,30.17186406
23,2.283301229,8.01,2.614897216,9.5,0.8,12.5,13.1,0.541579244,0,absent,0.0508,0.464455142,0.2286,0.542591042,0.1016,0.389284219,0,0.498639598,0.1016,0.479803265,12.00694444,4.6482,21.41898148,0.719826985,3.1242,16.90763889,0.796236222,2.3368,13.83449074,0.716739919,n,n,y,y,y,n,rocky,fine gravel,a,y,NA,0,0,9.381510011,Present,3.977451875,Present,2.213111381,2.24,Present,2.213111381,2.24,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1.128957655,NA,0,7.938019412,0.14,Present,NA,0,0,3.977451875,Present,147,N,P,N,P,0.128174899,4.904405911,0.774046489,34.77431593,25.12902942,32.55576917,0.016973273,14.32346753,4.017240205,1.219272181,42.54358317,10.23416893,41.87838556
27,NA,7.59,2.542825427,7.04,0.9,28.6,20.9,1.416640507,0,absent,3.2766,0.609913492,0,0.898039626,0,0.878854472,0,1.027626622,0.0254,0.726942933,24.56712963,1.8542,17.5375,0.653864937,1.6002,18.64189815,0.874563974,1.1176,15.6375,0.761929678,n,n,y,y,y,n,rocky,fine gravel,a,y,NA,0,0,9.381510011,Present,3.977451875,Present,2.213111381,2.24,Present,2.213111381,2.24,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1.128957655,NA,0,7.938019412,0.14,Present,NA,0,0,3.977451875,Present,147,N,P,P,P,0.128174899,4.904405911,0.774046489,34.77431593,25.12902942,32.55576917,0.016973273,14.32346753,4.017240205,1.219272181,42.54358317,10.23416893,41.87838556
37,2.861534411,8.23,2.521138084,8.82,0.9,24.3,16.4,0.745855195,0,absent,0,0.436723873,3.0988,0.203885866,2.1844,0.289347007,0,0.343239849,0,0.554450956,19.0162037,0,24.31990741,0.683479838,1.016,21.58356481,0.665655086,5.2578,21.07777778,0.535126273,n,n,y,y,y,n,rocky,fine gravel,a,y,NA,0,0,9.381510011,Present,3.977451875,Present,2.213111381,2.24,Present,2.213111381,2.24,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1.128957655,NA,0,7.938019412,0.14,Present,NA,0,0,3.977451875,Present,147,N,N,N,P,0.128174899,4.904405911,0.774046489,34.77431593,25.12902942,32.55576917,0.016973273,14.32346753,4.017240205,1.219272181,42.54358317,10.23416893,41.87838556
22,0.716003344,8.04,2.870988814,7.36,1,24.3,19.3,0.250420002,0.8,present,0,0.981059021,0,0.978094042,0,0.987512209,0,0.672003628,0,0.898911679,21.42361111,1.6764,16.55138889,0.806753174,2.7432,14.6287037,0.589908609,3.4798,16.63819444,0.595925771,n,n,n,n,y,n,rocky,cobble or bigger,p,y,NA,0,0,5.031960919,Present,NA,0,8.188209601,0.626,Present,8.188209601,0.626,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,0,13.07322679,Present,88.2,N,N,N,P,0.432622621,3.988226575,1.677945656,9.731788776,52.25874047,31.84787585,0.277314374,4.791156687,6.165271603,0.697449144,7.460321403,15.58679616,68.26904448
24,2.29136885,8.26,2.818885415,8.77,0.8,30.1,18.3,0.212187604,0.95,present,0,1.033207758,0,0.923677968,0,0.738977257,0,0.745953677,0,0.832635691,16.67592593,0.9906,15.05509259,0.550265104,0.0508,22.32083333,0.829810241,4.2672,15.88310185,0.697537324,n,n,n,n,y,n,rocky,cobble or bigger,p,y,NA,0,0,5.031960919,Present,NA,0,8.188209601,0.626,Present,8.188209601,0.626,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,0,13.07322679,Present,88.2,N,N,N,N,0.432622621,3.988226575,1.677945656,9.731788776,52.25874047,31.84787585,0.277314374,4.791156687,6.165271603,0.697449144,7.460321403,15.58679616,68.26904448
33,2.688775655,8.17,2.7355989,8.04,0.3,21.6,20.3,0.352182518,0.025,present,0.1524,0.170922283,0,0.505441607,0,0.59125157,0,0.596483884,0,0.604506767,21.51157407,2.3622,24.39722222,0.532440352,0.254,22.02222222,0.559055393,3.7846,23.0275463,0.603320776,n,n,n,n,y,n,rocky,cobble or bigger,p,y,NA,0,0,5.031960919,Present,NA,0,8.188209601,0.626,Present,8.188209601,0.626,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,0,13.07322679,Present,88.2,N,N,N,N,0.432622621,3.988226575,1.677945656,9.731788776,52.25874047,31.84787585,0.277314374,4.791156687,6.165271603,0.697449144,7.460321403,15.58679616,68.26904448
19,1.781755375,7.59,2.416640507,9.12,0.2,15.5,13.2,0.661812686,0,absent,0,0.506662481,0,0.802113855,1.2192,0.816066695,0.127,0.438467978,0,0.784323985,13.47916667,1.3208,10.8712963,0.748395423,0.7366,6.174305556,0.713670294,3.3274,1.900462963,0.358814706,y,n,y,y,y,y,rocky,coarse gravel,a,y,13.96902082,0.123,Present,4.214637701,Present,14.94041004,Present,0.134201166,1.17,Present,0.134201166,1.17,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1.898396466,NA,0,16.2248352,0.0617,Present,NA,0,0,11.5709476,Present,78.1,N,N,N,P,0.163291901,5.813586195,0.668156799,18.24777052,17.85379434,56.59663981,0.071013444,16.19677234,7.619992986,1.038134728,26.25763512,7.19893788,57.10302242
25,2.812110841,8.01,2.607455023,9.12,0.05,27.4,23,0.854913022,0,absent,0,1.039312125,0,1.096867588,0,1.02692898,0.0762,0.933968188,0.4826,0.996058323,26.65277778,0.1524,17.56342593,0.839960932,1.397,17.47268519,0.631226455,0.4572,18.8375,0.77809753,y,n,y,y,y,y,rocky,coarse gravel,a,y,13.96902082,0.123,Present,4.214637701,Present,14.94041004,Present,0.134201166,1.17,Present,0.134201166,1.17,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1.898396466,NA,0,16.2248352,0.0617,Present,NA,0,0,11.5709476,Present,78.1,N,N,N,N,0.163291901,5.813586195,0.668156799,18.24777052,17.85379434,56.59663981,0.071013444,16.19677234,7.619992986,1.038134728,26.25763512,7.19893788,57.10302242
32,2.688775655,7.79,2.62838893,6.97,0.05,32,23.2,0.685741739,0.95,present,0,0.876063904,0.1778,0.873622157,0.0508,0.585147202,0,0.469164225,0.381,0.513638901,25.23148148,0.9144,20.09953704,0.685119297,6.7818,20.91157407,0.601667629,0.9144,22.36203704,0.79823139,y,n,y,y,y,y,rocky,coarse gravel,a,y,13.96902082,0.123,Present,4.214637701,Present,14.94041004,Present,0.134201166,1.17,Present,0.134201166,1.17,Present,NA,0,0,NA,0,0,NA,0,0,NA,0,0,1.898396466,NA,0,16.2248352,0.0617,Present,NA,0,0,11.5709476,Present,78.1,N,N,N,N,0.163291901,5.813586195,0.668156799,18.24777052,17.85379434,56.59663981,0.071013444,16.19677234,7.619992986,1.038134728,26.25763512,7.19893788,57.10302242
21,2.798926739,7.79,2.910090546,7.06,NA,15,14.4,0.807535028,NA,NA,1.143,0.307834519,0.1778,1.041928282,0.0762,0.503348681,1.0414,0.488349379,0.1016,0.989953956,12.87962963,1.0922,13.56898148,0.79803265,0.6604,12.26111111,0.745151388,2.2352,10.17199074,0.649923259,n,y,n,n,n,n,not rocky,sand and organic matter,a,n,NA,0,0,NA,0,NA,0,1.036724847,2.12,Present,1.036724847,0.423,Present,NA,0,0,5.318640284,0.846,Present,NA,0,0,7.957050871,0.423,Present,2.054693846,12.58991673,Present,NA,0,0,NA,0,0,9.797041531,Present,170,N,N,P,N,0.037393921,7.680295827,5.702659469,42.72125602,21.46956377,21.34024313,1.610869617,2.363010036,3.981169667,7.793077913,40.11671985,7.158347585,40.6015833
26,3.397940009,7.8,2.860338007,3.36,0,20.3,18.4,1.383815366,NA,NA,0.0762,0.706188084,0.127,1.046462955,0.1016,0.521312962,0.2032,0.37166876,0.4064,0.600844147,19.07407407,1.3716,18.25231481,0.826566206,0.254,16.96157407,0.904213757,1.6764,17.6224537,0.751412725,n,y,n,n,n,n,not rocky,sand and organic matter,a,n,NA,0,0,NA,0,NA,0,1.036724847,2.12,Present,1.036724847,0.423,Present,NA,0,0,5.318640284,0.846,Present,NA,0,0,7.957050871,0.423,Present,2.054693846,12.58991673,Present,NA,0,0,NA,0,0,9.797041531,Present,170,N,P,P,P,0.037393921,7.680295827,5.702659469,42.72125602,21.46956377,21.34024313,1.610869617,2.363010036,3.981169667,7.793077913,40.11671985,7.158347585,40.6015833
30,3.298044843,7.11,2.534026106,4.84,0,21.9,20.2,1.146128036,NA,NA,0.2286,0.471780382,1.524,0.404632343,0.8636,0.50631366,0.0508,0.590553928,2.286,0.726942933,21.49305556,0.3048,22.73101852,0.948514023,0,22.05185185,0.930811358,2.4638,23.55601852,0.856006697,n,y,n,n,n,n,not rocky,sand and organic matter,a,n,NA,0,0,NA,0,NA,0,1.036724847,2.12,Present,1.036724847,0.423,Present,NA,0,0,5.318640284,0.846,Present,NA,0,0,7.957050871,0.423,Present,2.054693846,12.58991673,Present,NA,0,0,NA,0,0,9.797041531,Present,170,N,N,N,P,0.037393921,7.680295827,5.702659469,42.72125602,21.46956377,21.34024313,1.610869617,2.363010036,3.981169667,7.793077913,40.11671985,7.158347585,40.6015833
43,2.787531316,7.29,2.772321707,8.83,0.05,5.5,6.4,1.033423755,NA,NA,0.8128,0.11668062,0,0.040114413,0,0.08493791,0,0.139877215,0.0254,0.158887959,6.761574074,0.2794,7.303703704,0.09208874,4.8006,15.33541667,0.082515716,2.1844,14.57962963,0.093135203,n,y,y,n,n,n,not rocky,sand and organic matter,p,n,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,2.362120183,NA,0,NA,0,0,NA,0,0,NA,0,110,N,P,N,P,0,4.181759956,0.94392121,10.83645699,45.4919625,38.51912517,0.186336093,1.765448308,3.08549502,0.070961129,7.364188284,19.81261006,69.66674551
21,2.487986331,7.85,2.749736316,8.49,NA,24.4,18,0.591064607,0.025,present,0.0508,0.537009907,0.9906,0.726245291,0.0254,0.795835077,0.0254,0.391551556,0.8636,0.602937073,15.60648148,0.7874,15.53518519,0.75913911,1.0414,14.01296296,0.488798906,1.4478,12.24699074,0.488715641,n,y,y,n,n,n,not rocky,sand and organic matter,p,n,NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,2.362120183,NA,0,NA,0,0,NA,0,0,NA,0,110,N,N,N,N,0,4.181759956,0.94392121,10.83645699,45.4919625,38.51912517,0.186336093,1.765448308,3.08549502,0.070961129,7.364188284,19.81261006,69.66674551
21,3.238773502,7.96,2.92890769,8.13,NA,20.6,16.4,1.178976947,0,absent,1.6764,0.410039068,0,0.486605274,0.2286,0.273126831,1.1176,0.453990512,0,0.636598298,16.9837963,0.4318,15.18657407,0.482543579,2.413,15.81875,0.449909307,0.889,10.84050926,0.449211665,y,y,y,y,y,n,rocky,fine gravel,p,n,28.32700267,0.0652,Present,2.00328376,Present,1.579687639,Present,3.868214843,0.913,Present,6.061501888,0.424,Present,3.868214843,0.0652,Present,7.120155272,0.228,Present,36.28091052,0.0326,Present,36.28091052,0.0326,Present,0.097147166,2.802575576,Present,15.96296416,0.261,Present,2.10328376,0.293,Present,4.1287375,Present,128,N,N,P,N,0.114887977,7.83958689,5.143609167,22.79834567,25.52139317,37.97335392,0.044592681,30.66802126,8.461976778,3.436882347,14.9327184,15.20841255,57.49317638
27,2.138618434,8.03,2.994756945,8.04,0.05,31,27.2,0.673941999,0,absent,0,0.331728757,0,0.39312125,0,0.436200642,0,0.372889633,1.5748,0.136912237,28.11574074,2.0828,18.11944444,0.268522394,1.1938,19.64930556,0.46907702,1.905,15.69513889,0.452804521,y,y,y,y,y,n,rocky,fine gravel,p,n,28.32700267,0.0652,Present,2.00328376,Present,1.579687639,Present,3.868214843,0.913,Present,6.061501888,0.424,Present,3.868214843,0.0652,Present,7.120155272,0.228,Present,36.28091052,0.0326,Present,36.28091052,0.0326,Present,0.097147166,2.802575576,Present,15.96296416,0.261,Present,2.10328376,0.293,Present,4.1287375,Present,128,N,N,N,N,0.114887977,7.83958689,5.143609167,22.79834567,25.52139317,37.97335392,0.044592681,30.66802126,8.461976778,3.436882347,14.9327184,15.20841255,57.49317638
